modern_pdes,comet_id,comet_name,perihelion_date,apparition_year,is_periodic,raw_status_source,event_case,current_magnitude_provenance,sbdb_M1,sbdb_K1,sbdb_nuclear_biased,current_modeled_peak_mag,priority
19P,19P,19P/Borrelly,1925-10-07,1925,True,AERITH,expected_seen,horizons_tmag,9.8,14.5,False,12.124,medium_sbdb_good
206P,206P,206P/Barnard-Boattini,1925-02-28,1925,True,AERITH,expected_not_seen,horizons_tmag,20.3,10.0,False,22.456,medium_sbdb_good
289P,289P,289P/Blanpain,1925-03-05,1925,True,AERITH,expected_not_seen,horizons_tmag,22.0,4.5,True,22.511,high_nuclear_biased
29P,29P,29P/Schwassmann-Wachmann 1,1925-05-07,1925,True,AERITH,unexpected_seen,horizons_tmag,10.1,4.5,True,16.679,high_nuclear_biased
3D,3D,3D/Biela,1925-09-30,1925,True,AERITH,expected_not_seen,horizons_tmag,7.1,10.0,False,6.187,medium_sbdb_good
43P,43P,43P/Wolf-Harrington,1925-01-11,1925,True,AERITH,unexpected_seen,horizons_tmag,10.5,10.75,False,15.491,medium_sbdb_good
4P,4P,4P/Faye,1925-08-07,1925,True,AERITH,expected_seen,horizons_tmag,11.0,9.5,False,14.299,medium_sbdb_good
72P,72P,72P/Denning-Fujikawa,1925-06-30,1925,True,AERITH,expected_not_seen,horizons_tmag,17.5,19.0,False,15.905,medium_sbdb_good
80P,80P,80P/Peters-Hartley,1925-11-18,1925,True,AERITH,expected_not_seen,horizons_tmag,11.8,15.75,False,16.916,medium_sbdb_good
1925 F1,C/1925 F1,C/1925 F1 (Shajn-Comas Sola),1925-09-06,1925,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1925 F2,C/1925 F2,C/1925 F2 (Reid),1925-07-29,1925,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1925 G1,C/1925 G1,C/1925 G1 (Orkisz),1925-04-01,1925,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1925 V1,C/1925 V1,C/1925 V1 (Wilk-Peltier),1925-12-07,1925,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1925 W1,C/1925 W1,C/1925 W1 (Van Biesbroeck),1925-10-02,1925,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
11P,11P,11P/Tempel-Swift-LINEAR,1926-04-28,1926,True,AERITH,expected_not_seen,horizons_tmag,15.2,20.0,False,19.483,medium_sbdb_good
15P,15P,15P/Finlay,1926-08-07,1926,True,AERITH,expected_seen,horizons_tmag,14.9,8.5,False,14.86,medium_sbdb_good
21P,21P,21P/Giacobini-Zinner,1926-12-11,1926,True,AERITH,expected_seen,horizons_tmag,13.2,8.25,False,13.451,medium_sbdb_good
22P,22P,22P/Kopff,1926-01-28,1926,True,AERITH,expected_seen,horizons_tmag,11.9,9.75,False,16.229,medium_sbdb_good
36P,36P,36P/Whipple,1926-02-04,1926,True,AERITH,retrospective_pre_discovery,horizons_tmag,10.5,13.25,False,17.215,medium_sbdb_good
54P,54P,54P/de Vico-Swift-NEAT,1926-12-16,1926,True,AERITH,expected_not_seen,horizons_tmag,14.2,12.25,False,18.419,medium_sbdb_good
64P,64P,64P/Swift-Gehrels,1926-06-09,1926,True,AERITH,expected_not_seen,horizons_tmag,14.5,6.0,False,17.05,medium_sbdb_good
8P,8P,8P/Tuttle,1926-04-28,1926,True,AERITH,expected_seen,horizons_tmag,14.6,4.5,True,15.772,high_nuclear_biased
1925 X1,C/1925 X1,C/1925 X1 (Ensor),1926-02-11,1926,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1926 B1,C/1926 B1,C/1926 B1 (Blathwayt),1926-01-02,1926,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1927 B1,C/1927 B1,C/1927 B1 (Reid),1926-12-30,1926,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
24P,24P,24P/Schaumasse,1927-10-01,1927,True,AERITH,expected_seen,horizons_tmag,14.5,9.25,False,16.591,medium_sbdb_good
25D,25D,25D/Neujmin 2,1927-01-16,1927,True,AERITH,expected_seen,horizons_tmag,12.5,15.0,False,14.257,medium_sbdb_good
26P,26P,26P/Grigg-Skjellerup,1927-05-10,1927,True,AERITH,expected_seen,horizons_tmag,16.5,5.5,True,12.934,high_nuclear_biased
32P,32P,32P/Comas Sola,1927-03-22,1927,True,AERITH,unexpected_seen,horizons_tmag,10.3,12.0,False,14.245,medium_sbdb_good
34D,34D,34D/Gale,1927-06-14,1927,True,AERITH,unexpected_seen,horizons_tmag,10.5,20.0,False,9.901,medium_sbdb_good
7P,7P,7P/Pons-Winnecke,1927-06-21,1927,True,AERITH,expected_seen,horizons_tmag,16.0,4.5,True,9.059,high_nuclear_biased
1927 A1,C/1927 A1,C/1927 A1 (Blathwayt),1927-02-14,1927,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1927 E1,C/1927 E1,C/1927 E1 (Stearns),1927-03-22,1927,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1927 X1,C/1927 X1,C/1927 X1 (Skjellerup-Maristany),1927-12-18,1927,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
17P,17P,17P/Holmes,1928-03-26,1928,True,AERITH,expected_not_seen,horizons_tmag,9.4,14.75,False,17.232,medium_sbdb_good
226P,226P,226P/Pigott-LINEAR-Kowalski,1928-10-19,1928,True,AERITH,expected_not_seen,horizons_tmag,10.1,21.0,False,13.278,medium_sbdb_good
27P,27P,27P/Crommelin,1928-11-04,1928,True,AERITH,expected_seen,horizons_tmag,12.7,27.75,False,8.161,medium_sbdb_good
2P,2P,2P/Encke,1928-02-19,1928,True,AERITH,expected_seen,horizons_tmag,15.6,4.5,True,13.0,high_nuclear_biased
30P,30P,30P/Reinmuth 1,1928-01-30,1928,True,AERITH,unexpected_seen,horizons_tmag,13.6,7.5,False,15.335,medium_sbdb_good
5D,5D,5D/Brorsen,1928-12-23,1928,True,AERITH,expected_not_seen,horizons_tmag,8.3,10.0,False,4.0,medium_sbdb_good
69P,69P,69P/Taylor,1928-11-01,1928,True,AERITH,expected_not_seen,horizons_tmag,17.3,4.5,True,19.061,high_nuclear_biased
18D,18D,18D/Perrine-Mrkos,1929-07-26,1929,True,AERITH,expected_not_seen,horizons_tmag,11.5,20.0,False,14.289,medium_sbdb_good
205P,205P,205P/Giacobini,1929-09-26,1929,True,AERITH,expected_not_seen,failed,,,False,,high_tier3
31P,31P,31P/Schwassmann-Wachmann 2,1929-03-23,1929,True,AERITH,unexpected_seen,horizons_tmag,4.2,23.0,False,12.296,medium_sbdb_good
37P,37P,37P/Forbes,1929-06-26,1929,True,AERITH,unexpected_seen,horizons_tmag,9.6,21.25,False,12.246,medium_sbdb_good
41P,41P,41P/Tuttle-Giacobini-Kresak,1929-06-28,1929,True,AERITH,expected_not_seen,horizons_tmag,16.9,4.5,True,17.655,high_nuclear_biased
42P,42P,42P/Neujmin 3,1929-06-28,1929,True,AERITH,unexpected_seen,horizons_tmag,16.6,4.5,True,18.138,high_nuclear_biased
97P,97P,97P/Metcalf-Brewington,1929-11-29,1929,True,AERITH,expected_not_seen,horizons_tmag,13.7,7.75,False,14.752,medium_sbdb_good
10P,10P,10P/Tempel 2,1930-10-05,1930,True,AERITH,expected_seen,horizons_tmag,14.7,4.5,True,15.693,high_nuclear_biased
202P,202P,202P/Scotti,1930-01-08,1930,True,AERITH,retrospective_pre_discovery,horizons_tmag,13.9,10.0,False,17.934,medium_sbdb_good
289P,289P,289P/Blanpain,1930-05-29,1930,True,AERITH,expected_not_seen,horizons_tmag,22.0,4.5,True,23.288,high_nuclear_biased
33P,33P,33P/Daniel,1930-04-07,1930,True,AERITH,expected_not_seen,horizons_tmag,15.5,4.5,True,17.994,high_nuclear_biased
6P,6P,6P/d'Arrest,1930-05-10,1930,True,AERITH,expected_not_seen,horizons_tmag,15.9,8.5,False,18.141,medium_sbdb_good
73P,73P,73P/Schwassmann-Wachmann 3,1930-06-14,1930,True,AERITH,unexpected_seen,failed,,,False,,high_tier3
1929 Y1,C/1929 Y1,C/1929 Y1 (Wilk),1930-01-22,1930,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1930 D1,C/1930 D1,C/1930 D1 (Peltier-Schwassmann-Wachmann),1930-01-15,1930,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1930 E1,C/1930 E1,C/1930 E1 (Beyer),1930-04-18,1930,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1930 F1,C/1930 F1,C/1930 F1 (Wilk),1930-03-28,1930,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1930 L1,C/1930 L1,C/1930 L1 (Forbes),1930-05-10,1930,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
113P,113P,113P/Spitaler,1931-05-21,1931,True,AERITH,expected_not_seen,horizons_tmag,14.7,8.0,False,19.499,medium_sbdb_good
206P,206P,206P/Barnard-Boattini,1931-02-02,1931,True,AERITH,expected_not_seen,horizons_tmag,20.3,10.0,False,22.167,medium_sbdb_good
274P,274P,274P/Tombaugh-Tenagra,1931-01-15,1931,True,AERITH,unexpected_seen,horizons_tmag,10.9,14.75,False,17.45,medium_sbdb_good
28P,28P,28P/Neujmin 1,1931-04-30,1931,True,AERITH,expected_seen,horizons_tmag,13.2,4.5,True,15.682,high_nuclear_biased
2P,2P,2P/Encke,1931-06-03,1931,True,AERITH,expected_seen,horizons_tmag,15.6,4.5,True,12.921,high_nuclear_biased
489P,489P,489P/Denning,1931-09-13,1931,True,AERITH,expected_not_seen,horizons_tmag,7.6,49.25,False,14.757,medium_sbdb_good
84P,84P,84P/Giclas,1931-11-18,1931,True,AERITH,retrospective_pre_discovery,horizons_tmag,14.2,6.5,False,14.98,medium_sbdb_good
9P,9P,9P/Tempel 1,1931-06-17,1931,True,AERITH,expected_not_seen,horizons_tmag,12.9,9.0,False,15.982,medium_sbdb_good
1931 O1,C/1931 O1,C/1931 O1 (Nagata),1931-06-11,1931,False,SBDB,unexpected_seen,horizons_tmag,5.7,4.75,True,6.772,high_nuclear_biased
1931 P1,C/1931 P1,C/1931 P1 (Ryves),1931-08-25,1931,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1932 H1,C/1932 H1,C/1932 H1 (Carrasco),1931-11-29,1931,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
11P,11P,11P/Tempel-Swift-LINEAR,1932-04-12,1932,True,AERITH,expected_not_seen,horizons_tmag,15.2,20.0,False,19.455,medium_sbdb_good
16P,16P,16P/Brooks 2,1932-10-09,1932,True,AERITH,expected_seen,horizons_tmag,12.2,13.5,False,15.572,medium_sbdb_good
19P,19P,19P/Borrelly,1932-08-27,1932,True,AERITH,expected_seen,horizons_tmag,9.8,14.5,False,13.115,medium_sbdb_good
22P,22P,22P/Kopff,1932-08-21,1932,True,AERITH,expected_seen,horizons_tmag,11.9,9.75,False,14.076,medium_sbdb_good
25D,25D,25D/Neujmin 2,1932-06-17,1932,True,AERITH,expected_not_seen,horizons_tmag,12.5,15.0,False,15.74,medium_sbdb_good
26P,26P,26P/Grigg-Skjellerup,1932-05-12,1932,True,AERITH,expected_seen,horizons_tmag,16.5,5.5,True,13.381,high_nuclear_biased
3D,3D,3D/Biela,1932-05-16,1932,True,AERITH,expected_not_seen,horizons_tmag,7.1,10.0,False,7.642,medium_sbdb_good
43P,43P,43P/Wolf-Harrington,1932-08-14,1932,True,AERITH,expected_not_seen,horizons_tmag,10.5,10.75,False,16.142,medium_sbdb_good
4P,4P,4P/Faye,1932-12-06,1932,True,AERITH,expected_seen,horizons_tmag,11.0,9.5,False,12.393,medium_sbdb_good
55P,55P,55P/Tempel-Tuttle,1932-07-12,1932,True,AERITH,expected_not_seen,horizons_tmag,10.0,25.0,False,10.862,medium_sbdb_good
1932 G1,C/1932 G1,C/1932 G1 (Houghton-Ensor),1932-02-28,1932,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1932 M1,C/1932 M1,C/1932 M1 (Newman),1932-09-24,1932,False,SBDB,unexpected_seen,horizons_tmag,11.1,4.5,True,12.987,high_nuclear_biased
1932 M2,C/1932 M2,C/1932 M2 (Geddes),1932-09-20,1932,False,SBDB,unexpected_seen,horizons_tmag,6.1,4.5,True,9.341,high_nuclear_biased
1932 P1,C/1932 P1,C/1932 P1 (Peltier-Whipple),1932-09-01,1932,False,SBDB,unexpected_seen,horizons_tmag,8.1,38.25,False,7.759,medium_sbdb_good
1932 Y1,C/1932 Y1,C/1932 Y1 (Dodwell-Forbes),1932-12-30,1932,False,SBDB,unexpected_seen,horizons_tmag,9.1,15.25,False,9.776,medium_sbdb_good
15P,15P,15P/Finlay,1933-06-16,1933,True,AERITH,expected_not_seen,horizons_tmag,14.9,8.5,False,16.174,medium_sbdb_good
21P,21P,21P/Giacobini-Zinner,1933-07-15,1933,True,AERITH,expected_seen,horizons_tmag,13.2,8.25,False,13.68,medium_sbdb_good
36P,36P,36P/Whipple,1933-08-01,1933,True,AERITH,unexpected_seen,horizons_tmag,10.5,13.25,False,16.921,medium_sbdb_good
54P,54P,54P/de Vico-Swift-NEAT,1933-06-15,1933,True,AERITH,expected_not_seen,horizons_tmag,14.2,12.25,False,18.312,medium_sbdb_good
7P,7P,7P/Pons-Winnecke,1933-05-18,1933,True,AERITH,expected_seen,horizons_tmag,16.0,4.5,True,14.859,high_nuclear_biased
80P,80P,80P/Peters-Hartley,1933-11-12,1933,True,AERITH,expected_not_seen,horizons_tmag,11.8,15.75,False,17.005,medium_sbdb_good
1933 D1,C/1933 D1,C/1933 D1 (Peltier),1933-02-06,1933,False,SBDB,unexpected_seen,horizons_tmag,11.3,12.0,False,10.213,medium_sbdb_good
14P,14P,14P/Wolf,1934-02-27,1934,True,AERITH,expected_seen,horizons_tmag,15.6,4.5,True,19.04,high_nuclear_biased
2P,2P,2P/Encke,1934-09-15,1934,True,AERITH,expected_seen,horizons_tmag,15.6,4.5,True,14.064,high_nuclear_biased
41P,41P,41P/Tuttle-Giacobini-Kresak,1934-12-16,1934,True,AERITH,expected_not_seen,horizons_tmag,16.9,4.5,True,18.392,high_nuclear_biased
5D,5D,5D/Brorsen,1934-07-21,1934,True,AERITH,expected_not_seen,horizons_tmag,8.3,10.0,False,6.947,medium_sbdb_good
72P,72P,72P/Denning-Fujikawa,1934-05-26,1934,True,AERITH,expected_not_seen,horizons_tmag,17.5,19.0,False,16.361,medium_sbdb_good
1935 M1,C/1935 M1,C/1935 M1 (Jackson),1934-09-06,1934,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
10P,10P,10P/Tempel 2,1935-12-07,1935,True,AERITH,expected_not_seen,horizons_tmag,14.7,4.5,True,16.833,high_nuclear_biased
17P,17P,17P/Holmes,1935-07-16,1935,True,AERITH,expected_not_seen,horizons_tmag,9.4,14.75,False,15.725,medium_sbdb_good
226P,226P,226P/Pigott-LINEAR-Kowalski,1935-05-13,1935,True,AERITH,expected_not_seen,horizons_tmag,10.1,21.0,False,16.013,medium_sbdb_good
24P,24P,24P/Schaumasse,1935-09-15,1935,True,AERITH,expected_not_seen,horizons_tmag,14.5,9.25,False,16.688,medium_sbdb_good
289P,289P,289P/Blanpain,1935-08-20,1935,True,AERITH,expected_not_seen,horizons_tmag,22.0,4.5,True,22.799,high_nuclear_biased
30P,30P,30P/Reinmuth 1,1935-04-29,1935,True,AERITH,expected_seen,horizons_tmag,13.6,7.5,False,16.496,medium_sbdb_good
31P,31P,31P/Schwassmann-Wachmann 2,1935-08-28,1935,True,AERITH,expected_seen,horizons_tmag,4.2,23.0,False,13.935,medium_sbdb_good
32P,32P,32P/Comas Sola,1935-10-06,1935,True,AERITH,expected_seen,horizons_tmag,10.3,12.0,False,14.662,medium_sbdb_good
37P,37P,37P/Forbes,1935-11-15,1935,True,AERITH,expected_not_seen,horizons_tmag,9.6,21.25,False,15.359,medium_sbdb_good
64P,64P,64P/Swift-Gehrels,1935-09-13,1935,True,AERITH,expected_not_seen,horizons_tmag,14.5,6.0,False,15.481,medium_sbdb_good
69P,69P,69P/Taylor,1935-09-28,1935,True,AERITH,expected_not_seen,horizons_tmag,17.3,4.5,True,19.522,high_nuclear_biased
73P,73P,73P/Schwassmann-Wachmann 3,1935-11-07,1935,True,AERITH,expected_not_seen,failed,,,False,,high_tier3
1935 A1,C/1935 A1,C/1935 A1 (Johnson),1935-02-26,1935,False,SBDB,unexpected_seen,horizons_tmag,11.2,26.5,False,8.551,medium_sbdb_good
18D,18D,18D/Perrine-Mrkos,1936-02-24,1936,True,AERITH,expected_not_seen,horizons_tmag,11.5,20.0,False,14.245,medium_sbdb_good
202P,202P,202P/Scotti,1936-11-11,1936,True,AERITH,retrospective_not_observed,horizons_tmag,13.9,10.0,False,18.05,medium_sbdb_good
205P,205P,205P/Giacobini,1936-03-19,1936,True,AERITH,expected_not_seen,failed,,,False,,high_tier3
206P,206P,206P/Barnard-Boattini,1936-12-22,1936,True,AERITH,expected_not_seen,horizons_tmag,20.3,10.0,False,20.263,medium_sbdb_good
58P,58P,58P/Jackson-Neujmin,1936-10-03,1936,True,AERITH,unexpected_seen,horizons_tmag,14.3,12.75,False,14.842,medium_sbdb_good
1935 Q1,C/1935 Q1,C/1935 Q1 (Van Biesbroeck),1936-05-11,1936,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1936 K1,C/1936 K1,C/1936 K1 (Peltier),1936-07-08,1936,False,SBDB,unexpected_seen,horizons_tmag,6.6,18.0,False,4.064,medium_sbdb_good
1936 O1,C/1936 O1,C/1936 O1 (Kaho-Kozik-Lis),1936-07-15,1936,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1937 P1,C/1937 P1,C/1937 P1 (Hubble),1936-11-14,1936,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
25D,25D,25D/Neujmin 2,1937-11-20,1937,True,AERITH,expected_not_seen,horizons_tmag,12.5,15.0,False,15.709,medium_sbdb_good
26P,26P,26P/Grigg-Skjellerup,1937-05-23,1937,True,AERITH,expected_seen,horizons_tmag,16.5,5.5,True,14.394,high_nuclear_biased
2P,2P,2P/Encke,1937-12-27,1937,True,AERITH,expected_seen,horizons_tmag,15.6,4.5,True,12.648,high_nuclear_biased
33P,33P,33P/Daniel,1937-01-27,1937,True,AERITH,expected_seen,horizons_tmag,15.5,4.5,True,16.266,high_nuclear_biased
6P,6P,6P/d'Arrest,1937-01-08,1937,True,AERITH,expected_not_seen,horizons_tmag,15.9,8.5,False,18.866,medium_sbdb_good
97P,97P,97P/Metcalf-Brewington,1937-07-28,1937,True,AERITH,expected_not_seen,horizons_tmag,13.7,7.75,False,16.304,medium_sbdb_good
9P,9P,9P/Tempel 1,1937-12-22,1937,True,AERITH,expected_not_seen,horizons_tmag,12.9,9.0,False,17.603,medium_sbdb_good
1937 C1,C/1937 C1,C/1937 C1 (Whipple),1937-06-20,1937,False,SBDB,unexpected_seen,horizons_tmag,4.2,16.5,False,8.663,medium_sbdb_good
1937 D1,C/1937 D1,C/1937 D1 (Wilk),1937-02-21,1937,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1937 N1,C/1937 N1,C/1937 N1 (Finsler),1937-08-15,1937,False,SBDB,unexpected_seen,horizons_tmag,6.3,13.25,False,4.194,medium_sbdb_good
113P,113P,113P/Spitaler,1938-03-11,1938,True,AERITH,expected_not_seen,horizons_tmag,14.7,8.0,False,18.308,medium_sbdb_good
11P,11P,11P/Tempel-Swift-LINEAR,1938-05-19,1938,True,AERITH,expected_not_seen,horizons_tmag,15.2,20.0,False,20.621,medium_sbdb_good
34D,34D,34D/Gale,1938-06-18,1938,True,AERITH,expected_seen,horizons_tmag,10.5,20.0,False,9.017,medium_sbdb_good
3D,3D,3D/Biela,1938-12-20,1938,True,AERITH,expected_not_seen,horizons_tmag,7.1,10.0,False,4.136,medium_sbdb_good
84P,84P,84P/Giclas,1938-07-13,1938,True,AERITH,retrospective_not_observed,horizons_tmag,14.2,6.5,False,16.98,medium_sbdb_good
139P,139P,139P/Vaisala-Oterma,1939-12-30,1939,True,AERITH,unexpected_seen,horizons_tmag,7.2,18.0,False,18.685,medium_sbdb_good
16P,16P,16P/Brooks 2,1939-09-15,1939,True,AERITH,expected_seen,horizons_tmag,12.2,13.5,False,15.713,medium_sbdb_good
19P,19P,19P/Borrelly,1939-06-08,1939,True,AERITH,expected_not_seen,horizons_tmag,9.8,14.5,False,14.047,medium_sbdb_good
22P,22P,22P/Kopff,1939-03-13,1939,True,AERITH,expected_seen,horizons_tmag,11.9,9.75,False,15.778,medium_sbdb_good
35P,35P,35P/Herschel-Rigollet,1939-08-09,1939,True,AERITH,unexpected_seen,horizons_tmag,8.3,10.0,False,6.696,medium_sbdb_good
40P,40P,40P/Vaisala 1,1939-04-26,1939,True,AERITH,unexpected_seen,horizons_tmag,11.5,13.75,False,14.786,medium_sbdb_good
43P,43P,43P/Wolf-Harrington,1939-06-25,1939,True,AERITH,expected_not_seen,horizons_tmag,10.5,10.75,False,14.169,medium_sbdb_good
489P,489P,489P/Denning,1939-09-15,1939,True,AERITH,expected_not_seen,horizons_tmag,7.6,49.25,False,14.848,medium_sbdb_good
54P,54P,54P/de Vico-Swift-NEAT,1939-12-15,1939,True,AERITH,expected_not_seen,horizons_tmag,14.2,12.25,False,18.406,medium_sbdb_good
7P,7P,7P/Pons-Winnecke,1939-06-22,1939,True,AERITH,expected_seen,horizons_tmag,16.0,4.5,True,11.353,high_nuclear_biased
8P,8P,8P/Tuttle,1939-11-10,1939,True,AERITH,expected_seen,horizons_tmag,14.6,4.5,True,14.695,high_nuclear_biased
1939 B1,C/1939 B1,C/1939 B1 (Kozik-Peltier),1939-02-06,1939,False,SBDB,unexpected_seen,horizons_tmag,9.6,10.0,False,6.885,medium_sbdb_good
1939 H1,C/1939 H1,C/1939 H1 (Jurlof-Achmarof-Hassel),1939-04-10,1939,False,SBDB,unexpected_seen,horizons_tmag,6.0,4.5,True,3.972,high_nuclear_biased
1939 V1,C/1939 V1,C/1939 V1 (Friend),1939-11-05,1939,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
15P,15P,15P/Finlay,1940-04-25,1940,True,AERITH,expected_not_seen,horizons_tmag,14.9,8.5,False,16.631,medium_sbdb_good
21P,21P,21P/Giacobini-Zinner,1940-02-17,1940,True,AERITH,expected_seen,horizons_tmag,13.2,8.25,False,14.524,medium_sbdb_good
274P,274P,274P/Tombaugh-Tenagra,1940-01-25,1940,True,AERITH,expected_not_seen,horizons_tmag,10.9,14.75,False,17.455,medium_sbdb_good
289P,289P,289P/Blanpain,1940-11-12,1940,True,AERITH,expected_not_seen,horizons_tmag,22.0,4.5,True,19.246,high_nuclear_biased
41P,41P,41P/Tuttle-Giacobini-Kresak,1940-06-03,1940,True,AERITH,expected_not_seen,horizons_tmag,16.9,4.5,True,16.854,high_nuclear_biased
42P,42P,42P/Neujmin 3,1940-05-13,1940,True,AERITH,expected_not_seen,horizons_tmag,16.6,4.5,True,18.628,high_nuclear_biased
4P,4P,4P/Faye,1940-04-24,1940,True,AERITH,expected_seen,horizons_tmag,11.0,9.5,False,15.186,medium_sbdb_good
5D,5D,5D/Brorsen,1940-01-29,1940,True,AERITH,expected_not_seen,horizons_tmag,8.3,10.0,False,4.637,medium_sbdb_good
1940 O1,C/1940 O1,C/1940 O1 (Whipple-Paraskevopoulos),1940-10-08,1940,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
1940 S1,C/1940 S1,C/1940 S1 (Okabayasi-Honda),1940-08-15,1940,False,SBDB,unexpected_seen,failed,,,False,,high_tier3
