comet_id,comet_name,apparition_id,apparition_year,perihelion_date,peak_mag_n,predicted,event_case,competing_min_mag,solo_at_mag6,solo_at_mag8
C/1862 W1,C/1862 W1 (Respighi),C_1862W1_1862,1862,1862-12-28,4.620734576165952,False,unexpected_seen,1.5381748630743517,False,False
C/1862 X1,C/1862 X1 (Bruhns),C_1862X1_1863,1863,1863-02-03,6.616462511181874,False,unexpected_seen,1.5381748630743517,False,False
C/1863 G1,C/1863 G1 (Klinkerfues),C_1863G1_1863,1863,1863-04-05,4.556964587421276,False,unexpected_seen,4.620734576165952,False,False
C/1863 T1,C/1863 T1 (Baeker),C_1863T1_1863,1863,1863-12-29,6.083474475314093,False,unexpected_seen,3.3212245374407434,False,False
C/1863 V1,C/1863 V1 (Tempel),C_1863V1_1863,1863,1863-11-09,3.956742415554515,False,unexpected_seen,3.3212245374407434,False,False
C/1863 Y1,C/1863 Y1 (Respighi),C_1863Y1_1863,1863,1863-12-28,3.3212245374407434,False,unexpected_seen,6.083474475314093,True,False
C/1864 N1,C/1864 N1 (Tempel),C_1864N1_1864,1864,1864-08-16,0.6007491484168297,False,unexpected_seen,-11.319644795208932,False,False
C/1864 R1,C/1864 R1 (Donati),C_1864R1_1864,1864,1864-07-28,5.618457088334909,False,unexpected_seen,-11.319644795208932,False,False
C/1864 Y1,C/1864 Y1 (Bruhns),C_1864Y1_1864,1864,1864-12-28,7.661654663219698,False,unexpected_seen,-11.319644795208932,False,False
C/1865 B1,C/1865 B1 (Great southern comet),C_1865B1_1865,1865,1865-01-14,-11.319644795208932,False,unexpected_seen,0.6007491484168297,False,False
C/1867 S1,C/1867 S1 (Baeker-Winnecke),C_1867S1_1867,1867,1867-11-07,3.6887622334768793,False,unexpected_seen,6.1018270931032665,True,False
C/1868 L1,C/1868 L1 (Winnecke),C_1868L1_1868,1868,1868-06-26,4.3280279725778925,False,unexpected_seen,4.55159172625644,False,False
C/1869 T1,C/1869 T1 (Tempel),C_1869T1_1869,1869,1869-10-10,7.000013595643592,False,unexpected_seen,2.6009768086864176,False,False
C/1870 Q1,C/1870 Q1 (Coggia),C_1870Q1_1870,1870,1870-09-02,11.884170045137449,False,unexpected_seen,6.771706451640618,True,False
C/1870 W1,C/1870 W1 (Winnecke),C_1870W1_1870,1870,1870-12-20,6.771706451640618,False,unexpected_seen,4.313836592794377,False,False
C/1871 G1,C/1871 G1 (Winnecke),C_1871G1_1871,1871,1871-06-11,4.313836592794377,False,unexpected_seen,4.821981242478241,False,False
C/1871 L1,C/1871 L1 (Tempel),C_1871L1_1871,1871,1871-07-27,7.895963897209511,False,unexpected_seen,3.493969838847017,False,False
C/1871 V1,C/1871 V1 (Tempel),C_1871V1_1871,1871,1871-12-20,10.09033298131593,False,unexpected_seen,3.493969838847017,False,False
C/1873 Q1,C/1873 Q1 (Borrelly),C_1873Q1_1873,1873,1873-09-11,5.777871038465371,False,unexpected_seen,-1.5290124170438126,False,False
C/1873 Q2,C/1873 Q2 (Henry),C_1873Q2_1873,1873,1873-10-02,1.6696155411496516,False,unexpected_seen,-1.5290124170438126,False,False
C/1874 D1,C/1874 D1 (Winnecke),C_1874D1_1874,1874,1874-03-10,-1.5290124170438126,False,unexpected_seen,1.6347929192148551,False,False
C/1874 G1,C/1874 G1 (Winnecke),C_1874G1_1874,1874,1874-03-14,4.703206659422257,False,unexpected_seen,-1.5290124170438126,False,False
C/1874 H1,C/1874 H1 (Coggia),C_1874H1_1874,1874,1874-07-09,1.6347929192148551,False,unexpected_seen,-1.5290124170438126,False,False
C/1874 O1,C/1874 O1 (Borrelly),C_1874O1_1874,1874,1874-08-27,7.41734355577839,False,unexpected_seen,-1.5290124170438126,False,False
C/1874 Q1,C/1874 Q1 (Coggia),C_1874Q1_1874,1874,1874-07-18,9.527014291840972,False,unexpected_seen,-1.5290124170438126,False,False
C/1874 X1,C/1874 X1 (Borrelly),C_1874X1_1874,1874,1874-10-19,5.108249714248126,False,unexpected_seen,1.6347929192148551,False,False
C/1877 C1,C/1877 C1 (Borrelly),C_1877C1_1877,1877,1877-01-19,6.012971293374141,False,unexpected_seen,7.350711336555526,True,False
C/1877 G2,C/1877 G2 (Swift),C_1877G2_1877,1877,1877-04-27,7.350711336555526,False,unexpected_seen,6.012971293374141,True,False
C/1877 R1,C/1877 R1 (Coggia),C_1877R1_1877,1877,1877-09-11,8.640948435849827,False,unexpected_seen,7.350711336555526,True,False
C/1877 T1,C/1877 T1 (Tempel),C_1877T1_1877,1877,1877-06-27,7.396957263052947,False,unexpected_seen,6.012971293374141,True,False
C/1878 N1,C/1878 N1 (Swift),C_1878N1_1878,1878,1878-07-21,8.325668066969726,False,unexpected_seen,4.497479718825105,False,False
C/1879 M1,C/1879 M1 (Swift),C_1879M1_1879,1879,1879-04-27,5.416691744133011,False,unexpected_seen,5.666210687876444,False,False
C/1879 Q1,C/1879 Q1 (Palisa),C_1879Q1_1879,1879,1879-10-05,6.466790197126436,False,unexpected_seen,-9.10058135899327,False,False
C/1880 C1,C/1880 C1 (Great southern comet),C_1880C1_1880,1880,1880-01-28,-9.10058135899327,False,unexpected_seen,6.466790197126436,True,False
C/1880 G1,C/1880 G1 (Schaeberle),C_1880G1_1880,1880,1880-07-02,7.391433399126745,False,unexpected_seen,-9.10058135899327,False,False
C/1880 S1,C/1880 S1 (Hartwig),C_1880S1_1880,1880,1880-09-07,3.122621019838796,False,unexpected_seen,7.239441293939722,True,False
C/1880 Y1,C/1880 Y1 (Pechule),C_1880Y1_1880,1880,1880-11-09,5.010445749697974,False,unexpected_seen,3.122621019838796,False,False
C/1881 J1,C/1881 J1 (Swift),C_1881J1_1881,1881,1881-05-20,5.964612308072486,False,unexpected_seen,0.0301612757337454,False,False
C/1881 K1,C/1881 K1 (Great comet),C_1881K1_1881,1881,1881-06-16,0.0301612757337454,False,unexpected_seen,1.8372041612669008,False,False
C/1881 N1,C/1881 N1 (Schaeberle),C_1881N1_1881,1881,1881-08-22,1.8372041612669008,False,unexpected_seen,0.0301612757337454,False,False
C/1881 W1,C/1881 W1 (Swift),C_1881W1_1881,1881,1881-11-20,7.911393677925638,False,unexpected_seen,0.0301612757337454,False,False
C/1882 F1,C/1882 F1 (Wells),C_1882F1_1882,1882,1882-06-11,-7.945414163953945,False,unexpected_seen,-13.132751984921372,False,False
C/1882 R1,C/1882 R1 (Great September comet),C_1882R1_1882,1882,1882-09-17,-13.132751984921372,False,unexpected_seen,-7.945414163953945,False,False
C/1882 R2,C/1882 R2 (Barnard),C_1882R2_1882,1882,1882-11-13,7.21373381397977,False,unexpected_seen,-13.132751984921372,False,False
C/1883 D1,C/1883 D1 (Brooks-Swift),C_1883D1_1883,1883,1883-02-19,6.182800830705336,False,unexpected_seen,-13.132751984921372,False,False
C/1884 A1,C/1884 A1 (Ross),C_1884A1_1883,1883,1883-12-25,1.2302160647868725,False,unexpected_seen,3.0054125575273387,False,False
C/1885 N1,C/1885 N1 (Barnard),C_1885N1_1885,1885,1885-08-06,10.246511515851878,False,unexpected_seen,3.127152133644844,False,False
C/1885 R1,C/1885 R1 (Brooks),C_1885R1_1885,1885,1885-08-10,4.6976714703149,False,unexpected_seen,3.127152133644844,False,False
C/1885 X1,C/1885 X1 (Fabry),C_1885X1_1886,1886,1886-04-06,2.030864592689164,False,unexpected_seen,3.112332777792682,False,False
C/1885 X2,C/1885 X2 (Barnard),C_1885X2_1886,1886,1886-05-03,3.112332777792682,False,unexpected_seen,2.030864592689164,False,False
C/1885 Y1,C/1885 Y1 (Brooks),C_1885Y1_1885,1885,1885-11-25,7.286970613463923,False,unexpected_seen,2.030864592689164,False,False
C/1886 H1,C/1886 H1 (Brooks),C_1886H1_1886,1886,1886-06-07,4.114922392137687,False,unexpected_seen,2.030864592689164,False,False
C/1886 J1,C/1886 J1 (Brooks),C_1886J1_1886,1886,1886-05-04,4.101034886377291,False,unexpected_seen,2.030864592689164,False,False
C/1886 T1,C/1886 T1 (Barnard-Hartwig),C_1886T1_1886,1886,1886-12-16,3.174758389666385,False,unexpected_seen,-12.381552605466096,False,False
C/1887 B1,C/1887 B1 (Great southern comet),C_1887B1_1887,1887,1887-01-11,-12.381552605466096,False,unexpected_seen,3.174758389666385,False,False
C/1887 B2,C/1887 B2 (Brooks),C_1887B2_1887,1887,1887-03-17,8.209652802684257,False,unexpected_seen,-12.381552605466096,False,False
C/1887 B3,C/1887 B3 (Barnard),C_1887B3_1886,1886,1886-11-28,8.361180201814054,False,unexpected_seen,-12.381552605466096,False,False
C/1887 D1,C/1887 D1 (Barnard),C_1887D1_1887,1887,1887-03-28,7.934280986113433,False,unexpected_seen,-12.381552605466096,False,False
C/1887 J1,C/1887 J1 (Barnard),C_1887J1_1887,1887,1887-06-17,9.06130086070495,False,unexpected_seen,-12.381552605466096,False,False
C/1888 D1,C/1888 D1 (Sawerthal),C_1888D1_1888,1888,1888-03-17,3.05100928922714,False,unexpected_seen,4.447054675503165,False,False
C/1888 P1,C/1888 P1 (Brooks),C_1888P1_1888,1888,1888-07-31,8.246935811729374,False,unexpected_seen,3.05100928922714,False,False
C/1888 R1,C/1888 R1 (Barnard),C_1888R1_1889,1889,1889-01-31,7.008055981920498,False,unexpected_seen,4.464407730997653,False,False
C/1888 U1,C/1888 U1 (Barnard),C_1888U1_1888,1888,1888-09-13,8.96318353347337,False,unexpected_seen,3.086761180218065,False,False
C/1889 G1,C/1889 G1 (Barnard),C_1889G1_1889,1889,1889-06-11,10.67323347871674,False,unexpected_seen,4.464407730997653,False,False
C/1889 O1,C/1889 O1 (Davidson),C_1889O1_1889,1889,1889-07-19,4.464407730997653,False,unexpected_seen,4.9488780297885615,False,False
C/1889 X1,C/1889 X1 (Borrelly),C_1889X1_1890,1890,1890-01-26,2.959505074732233,False,unexpected_seen,4.627660904166209,False,False
C/1890 F1,C/1890 F1 (Brooks),C_1890F1_1890,1890,1890-06-02,7.077714749255593,False,unexpected_seen,2.959505074732233,False,False
C/1890 O1,C/1890 O1 (Coggia),C_1890O1_1890,1890,1890-07-09,8.33900346246056,False,unexpected_seen,2.959505074732233,False,False
C/1890 O2,C/1890 O2 (Denning),C_1890O2_1890,1890,1890-09-25,9.37123877211013,False,unexpected_seen,5.903190294339906,False,False
C/1890 V1,C/1890 V1 (Zona),C_1890V1_1890,1890,1890-08-06,13.17701097957276,False,unexpected_seen,4.627660904166209,False,False
C/1891 T1,C/1891 T1 (Barnard),C_1891T1_1891,1891,1891-11-14,9.663525065022748,False,unexpected_seen,3.448201416467985,False,False
C/1892 E1,C/1892 E1 (Swift),C_1892E1_1892,1892,1892-04-07,3.448201416467985,False,unexpected_seen,1.777690971154502,False,False
C/1892 F1,C/1892 F1 (Denning),C_1892F1_1892,1892,1892-05-11,10.379289380681628,False,unexpected_seen,1.777690971154502,False,False
C/1892 Q1,C/1892 Q1 (Brooks),C_1892Q1_1892,1892,1892-12-28,5.096492428413032,False,unexpected_seen,1.777690971154502,False,False
C/1892 W1,C/1892 W1 (Brooks),C_1892W1_1893,1893,1893-01-06,7.800221214829495,False,unexpected_seen,1.7853987554040618,False,False
C/1893 N1,C/1893 N1 (Rordame-Quenisset),C_1893N1_1893,1893,1893-07-07,2.942990347252355,False,unexpected_seen,5.438809195420848,False,False
C/1893 U1,C/1893 U1 (Brooks),C_1893U1_1893,1893,1893-09-19,6.975666939125602,False,unexpected_seen,2.942990347252355,False,False
C/1894 G1,C/1894 G1 (Gale),C_1894G1_1894,1894,1894-04-13,4.343647967120743,False,unexpected_seen,7.539404711459336,True,False
C/1895 W1,C/1895 W1 (Perrine),C_1895W1_1895,1895,1895-12-18,-2.2574076535723133,False,unexpected_seen,5.931638258272923,False,False
C/1895 W2,C/1895 W2 (Brooks),C_1895W2_1895,1895,1895-10-21,8.315228626244163,False,unexpected_seen,-2.2574076535723133,False,False
C/1896 C1,C/1896 C1 (Perrine-Lamp),C_1896C1_1896,1896,1896-02-01,5.931638258272923,False,unexpected_seen,-2.2574076535723133,False,False
C/1896 R1,C/1896 R1 (Sperra),C_1896R1_1896,1896,1896-07-11,10.37763170437992,False,unexpected_seen,5.43191872150458,False,False
C/1896 V1,C/1896 V1 (Perrine),C_1896V1_1897,1897,1897-02-08,8.00646670926738,False,unexpected_seen,10.634412888104356,True,True
C/1897 U1,C/1897 U1 (Perrine),C_1897U1_1897,1897,1897-12-09,9.233651856771257,False,unexpected_seen,4.052215290428391,False,False
C/1898 F1,C/1898 F1 (Perrine),C_1898F1_1898,1898,1898-03-17,7.101732204869441,False,unexpected_seen,4.052215290428391,False,False
C/1898 L1,C/1898 L1 (Coddington-Pauly),C_1898L1_1898,1898,1898-09-14,8.151413805894068,False,unexpected_seen,3.9819869327563415,False,False
C/1898 L2,C/1898 L2 (Perrine),C_1898L2_1898,1898,1898-08-16,6.356383556660836,False,unexpected_seen,3.9819869327563415,False,False
C/1898 M1,C/1898 M1 (Giacobini),C_1898M1_1898,1898,1898-07-25,10.122962156093026,False,unexpected_seen,3.9819869327563415,False,False
C/1898 R1,C/1898 R1 (Perrine-Chofardet),C_1898R1_1898,1898,1898-10-21,3.9819869327563415,False,unexpected_seen,1.056122529579568,False,False
C/1898 U1,C/1898 U1 (Brooks),C_1898U1_1898,1898,1898-11-23,7.815347884706121,False,unexpected_seen,1.056122529579568,False,False
C/1898 V1,C/1898 V1 (Chase),C_1898V1_1898,1898,1898-09-20,11.027526639617246,False,unexpected_seen,3.9819869327563415,False,False
C/1899 E1,C/1899 E1 (Swift),C_1899E1_1899,1899,1899-04-13,1.056122529579568,False,unexpected_seen,3.9819869327563415,False,False
C/1899 S1,C/1899 S1 (Giacobini),C_1899S1_1899,1899,1899-09-15,9.818186356184512,False,unexpected_seen,1.056122529579568,False,False
C/1900 B1,C/1900 B1 (Giacobini),C_1900B1_1900,1900,1900-04-29,11.360260988645656,False,unexpected_seen,6.481533696432594,True,False
C/1900 O1,C/1900 O1 (Borrelly-Brooks),C_1900O1_1900,1900,1900-08-03,6.481533696432594,False,unexpected_seen,3.7324709064226234,False,False
C/1901 G1,C/1901 G1 (Great comet),C_1901G1_1901,1901,1901-04-24,-2.318902895499792,False,unexpected_seen,3.7324709064226234,False,False
C/1902 G1,C/1902 G1 (Brooks),C_1902G1_1902,1902,1902-05-07,7.455452573120192,False,unexpected_seen,10.759730623478992,True,True
C/1902 R1,C/1902 R1 (Perrine),C_1902R1_1902,1902,1902-11-24,2.720205634810096,False,unexpected_seen,3.8570495550174657,False,False
C/1902 X1,C/1902 X1 (Giacobini),C_1902X1_1903,1903,1903-03-23,10.938405816136662,False,unexpected_seen,1.8399293654181743,False,False
C/1903 A1,C/1903 A1 (Giacobini),C_1903A1_1903,1903,1903-03-16,3.8570495550174657,False,unexpected_seen,1.8399293654181743,False,False
C/1903 H1,C/1903 H1 (Grigg),C_1903H1_1903,1903,1903-03-25,6.887820786152054,False,unexpected_seen,1.8399293654181743,False,False
C/1903 M1,C/1903 M1 (Borrelly),C_1903M1_1903,1903,1903-08-28,1.8399293654181743,False,unexpected_seen,3.8570495550174657,False,False
C/1904 H1,C/1904 H1 (Brooks),C_1904H1_1904,1904,1904-03-07,8.92970294776135,False,unexpected_seen,3.736298649227095,False,False
C/1904 Y1,C/1904 Y1 (Giacobini),C_1904Y1_1904,1904,1904-11-03,11.38402050980538,False,unexpected_seen,3.3735436442197706,False,False
C/1905 F1,C/1905 F1 (Giacobini),C_1905F1_1905,1905,1905-04-04,11.165373067620914,False,unexpected_seen,3.3735436442197706,False,False
C/1905 W1,C/1905 W1 (Schaer),C_1905W1_1905,1905,1905-10-25,6.345379104459531,False,unexpected_seen,2.020171797617616,False,False
C/1905 X1,C/1905 X1 (Giacobini),C_1905X1_1906,1906,1906-01-22,2.020171797617616,False,unexpected_seen,6.345379104459531,True,False
C/1906 B1,C/1906 B1 (Brooks),C_1906B1_1905,1905,1905-12-22,8.993061174092293,False,unexpected_seen,2.020171797617616,False,False
C/1906 E1,C/1906 E1 (Kopff),C_1906E1_1905,1905,1905-10-18,11.2718694608463,False,unexpected_seen,2.020171797617616,False,False
C/1906 F1,C/1906 F1 (Ross),C_1906F1_1906,1906,1906-02-21,9.321142101900104,False,unexpected_seen,2.020171797617616,False,False
C/1906 V1,C/1906 V1 (Thiele),C_1906V1_1906,1906,1906-11-21,7.634289694075227,False,unexpected_seen,6.451622008251438,True,False
C/1907 E1,C/1907 E1 (Giacobini),C_1907E1_1907,1907,1907-03-19,10.285108754846116,False,unexpected_seen,1.3760852079854522,False,False
C/1907 G1,C/1907 G1 (Grigg-Mellish),C_1907G1_1907,1907,1907-03-27,6.784319264403877,False,unexpected_seen,1.3760852079854522,False,False
C/1907 L2,C/1907 L2 (Daniel),C_1907L2_1907,1907,1907-09-04,1.3760852079854522,False,unexpected_seen,6.784319264403877,True,False
C/1907 T1,C/1907 T1 (Mellish),C_1907T1_1907,1907,1907-09-14,7.824747767781397,False,unexpected_seen,1.3760852079854522,False,False
C/1908 R1,C/1908 R1 (Morehouse),C_1908R1_1908,1908,1908-12-26,5.337509789597517,False,unexpected_seen,7.428829291209015,True,False
C/1910 A1,C/1910 A1 (Great January comet),C_1910A1_1910,1910,1910-01-17,-3.770183864478436,False,unexpected_seen,-0.1199691737937511,False,False
C/1910 P1,C/1910 P1 (Metcalf),C_1910P1_1910,1910,1910-09-16,9.02225910775926,False,unexpected_seen,-0.1199691737937511,False,False
C/1911 N1,C/1911 N1 (Kiess),C_1911N1_1911,1911,1911-06-30,4.572002146812045,False,unexpected_seen,-0.2145510151282152,False,False
C/1911 O1,C/1911 O1 (Brooks),C_1911O1_1911,1911,1911-10-28,1.5082848215043052,False,unexpected_seen,-0.2145510151282152,False,False
C/1911 S2,C/1911 S2 (Quenisset),C_1911S2_1911,1911,1911-11-12,6.353208005347255,False,unexpected_seen,-0.2145510151282152,False,False
C/1911 S3,C/1911 S3 (Beljawsky),C_1911S3_1911,1911,1911-10-10,-0.2145510151282152,False,unexpected_seen,3.789696235967088,False,False
C/1912 R1,C/1912 R1 (Gale),C_1912R1_1912,1912,1912-10-05,4.7749950637909375,False,unexpected_seen,8.312377643255688,True,True
C/1912 V1,C/1912 V1 (Borrelly),C_1912V1_1912,1912,1912-10-21,8.312377643255688,False,unexpected_seen,4.7749950637909375,False,False
C/1913 J1,C/1913 J1 (Schaumasse),C_1913J1_1913,1913,1913-05-15,8.614113877350233,False,unexpected_seen,7.110619211383932,True,False
C/1913 R1,C/1913 R1 (Metcalf),C_1913R1_1913,1913,1913-09-14,8.446997058697312,False,unexpected_seen,8.614113877350233,True,True
C/1913 Y1,C/1913 Y1 (Delavan),C_1913Y1_1914,1914,1914-10-26,2.6128034845628747,False,unexpected_seen,3.945926180389858,False,False
C/1914 F1,C/1914 F1 (Kritzinger),C_1914F1_1914,1914,1914-06-04,8.709166920366128,False,unexpected_seen,2.6128034845628747,False,False
C/1914 J1,C/1914 J1 (Zlatinsky),C_1914J1_1914,1914,1914-05-08,4.835700377692698,False,unexpected_seen,2.6128034845628747,False,False
C/1914 M1,C/1914 M1 (Neujmin),C_1914M1_1914,1914,1914-07-30,12.649811383259877,False,unexpected_seen,2.6128034845628747,False,False
C/1914 S1,C/1914 S1 (Campbell),C_1914S1_1914,1914,1914-08-03,4.766405194267891,False,unexpected_seen,2.6128034845628747,False,False
C/1915 C1,C/1915 C1 (Mellish),C_1915C1_1915,1915,1915-07-17,2.445877199446392,False,unexpected_seen,5.2660067319576855,False,False
C/1915 R1,C/1915 R1 (Mellish),C_1915R1_1915,1915,1915-10-13,7.326644800363897,False,unexpected_seen,2.445877199446392,False,False
C/1916 G1,C/1916 G1 (Wolf),C_1916G1_1917,1917,1917-06-17,9.804,False,unexpected_seen,-0.2768948244706584,False,False
C/1917 F1,C/1917 F1 (Mellish),C_1917F1_1917,1917,1917-04-11,-0.2768948244706584,False,unexpected_seen,5.583932001335474,False,False
C/1917 H1,C/1917 H1 (Schaumasse),C_1917H1_1917,1917,1917-05-18,7.100263994988222,False,unexpected_seen,-0.2768948244706584,False,False
C/1919 Q2,C/1919 Q2 (Metcalf),C_1919Q2_1919,1919,1919-12-07,6.567946043443897,False,unexpected_seen,5.928362410521481,False,False
C/1920 X1,C/1920 X1 (Skjellerup),C_1920X1_1920,1920,1920-12-11,9.727787956873918,False,unexpected_seen,2.778893898996636,False,False
C/1921 E1,C/1921 E1 (Reid),C_1921E1_1921,1921,1921-05-10,5.794632620455021,False,unexpected_seen,2.723008052792028,False,False
C/1921 H1,C/1921 H1 (Dubiago),C_1921H1_1921,1921,1921-05-05,11.168491843712273,False,unexpected_seen,2.723008052792028,False,False
C/1922 B1,C/1922 B1 (Reid),C_1922B1_1921,1921,1921-10-28,9.1122938399256,False,unexpected_seen,2.723008052792028,False,False
C/1922 U1,C/1922 U1 (Baade),C_1922U1_1922,1922,1922-10-26,10.42081932597664,False,unexpected_seen,7.127529254219521,True,False
C/1922 W1,C/1922 W1 (Skjellerup),C_1922W1_1923,1923,1923-01-04,7.127529254219521,False,unexpected_seen,7.23868678484123,True,False
C/1923 T1,C/1923 T1 (Dubiago-Bernard),C_1923T1_1923,1923,1923-11-18,7.869822108270915,False,unexpected_seen,7.23868678484123,True,False
C/1924 F1,C/1924 F1 (Reid),C_1924F1_1924,1924,1924-03-13,8.975093368882819,False,unexpected_seen,3.382650042994516,False,False
C/1924 R1,C/1924 R1 (Finsler),C_1924R1_1924,1924,1924-09-04,3.382650042994516,False,unexpected_seen,7.884085371826634,True,False
C/1925 F1,C/1925 F1 (Shajn-Comas Sola),C_1925F1_1925,1925,1925-09-06,11.586332508362592,False,unexpected_seen,4.882906594842448,False,False
C/1925 F2,C/1925 F2 (Reid),C_1925F2_1925,1925,1925-07-29,7.111007384324953,False,unexpected_seen,6.952424256166901,True,False
C/1925 G1,C/1925 G1 (Orkisz),C_1925G1_1925,1925,1925-04-01,6.952424256166901,False,unexpected_seen,7.111007384324953,True,False
C/1925 V1,C/1925 V1 (Wilk-Peltier),C_1925V1_1925,1925,1925-12-07,7.65629627533696,False,unexpected_seen,4.882906594842448,False,False
C/1925 W1,C/1925 W1 (Van Biesbroeck),C_1925W1_1925,1925,1925-10-02,8.664528201938158,False,unexpected_seen,4.882906594842448,False,False
C/1925 X1,C/1925 X1 (Ensor),C_1925X1_1926,1926,1926-02-11,4.882906594842448,False,unexpected_seen,7.087129070369803,True,False
C/1926 B1,C/1926 B1 (Blathwayt),C_1926B1_1926,1926,1926-01-02,10.427866971362285,False,unexpected_seen,4.882906594842448,False,False
C/1927 A1,C/1927 A1 (Blathwayt),C_1927A1_1927,1927,1927-02-14,7.795013223640526,False,unexpected_seen,-0.0412961303320338,False,False
C/1927 B1,C/1927 B1 (Reid),C_1927B1_1926,1926,1926-12-30,7.529757889257748,False,unexpected_seen,-0.0412961303320338,False,False
C/1927 E1,C/1927 E1 (Stearns),C_1927E1_1927,1927,1927-03-22,9.875461909237686,False,unexpected_seen,-0.0412961303320338,False,False
C/1927 X1,C/1927 X1 (Skjellerup-Maristany),C_1927X1_1927,1927,1927-12-18,-2.652527369069785,False,unexpected_seen,-0.0412961303320338,False,False
C/1929 Y1,C/1929 Y1 (Wilk),C_1929Y1_1930,1930,1930-01-22,7.152912605296253,False,unexpected_seen,5.663577313171272,False,False
C/1930 D1,C/1930 D1 (Peltier-Schwassmann-Wachmann),C_1930D1_1930,1930,1930-01-15,9.863957283908087,False,unexpected_seen,5.663577313171272,False,False
C/1930 E1,C/1930 E1 (Beyer),C_1930E1_1930,1930,1930-04-18,11.020533701920598,False,unexpected_seen,5.663577313171272,False,False
C/1930 F1,C/1930 F1 (Wilk),C_1930F1_1930,1930,1930-03-28,5.663577313171272,False,unexpected_seen,7.152912605296253,True,False
C/1930 L1,C/1930 L1 (Forbes),C_1930L1_1930,1930,1930-05-10,8.333397990237552,False,unexpected_seen,5.663577313171272,False,False
C/1931 O1,C/1931 O1 (Nagata),C_1931O1_1931,1931,1931-06-11,4.875421781434321,False,unexpected_seen,-5.036073703572425,False,False
C/1931 P1,C/1931 P1 (Ryves),C_1931P1_1931,1931,1931-08-25,-5.036073703572425,False,unexpected_seen,4.000245786814546,False,False
C/1932 G1,C/1932 G1 (Houghton-Ensor),C_1932G1_1932,1932,1932-02-28,9.471559084787158,False,unexpected_seen,1.77733935293832,False,False
C/1932 H1,C/1932 H1 (Carrasco),C_1932H1_1931,1931,1931-11-29,11.301784818817053,False,unexpected_seen,-5.036073703572425,False,False
C/1932 M1,C/1932 M1 (Newman),C_1932M1_1932,1932,1932-09-24,12.763726530605515,False,unexpected_seen,7.135937025172408,True,False
C/1932 M2,C/1932 M2 (Geddes),C_1932M2_1932,1932,1932-09-20,8.884033782838578,False,unexpected_seen,7.135937025172408,True,False
C/1932 P1,C/1932 P1 (Peltier-Whipple),C_1932P1_1932,1932,1932-09-01,7.135937025172408,False,unexpected_seen,7.511120027438402,True,False
C/1932 Y1,C/1932 Y1 (Dodwell-Forbes),C_1932Y1_1932,1932,1932-12-30,9.092921596019387,False,unexpected_seen,5.891634236349665,False,False
C/1933 D1,C/1933 D1 (Peltier),C_1933D1_1933,1933,1933-02-06,8.386723356896082,False,unexpected_seen,5.891634236349665,False,False
C/1935 A1,C/1935 A1 (Johnson),C_1935A1_1935,1935,1935-02-26,8.330649037955682,False,unexpected_seen,4.530347976037678,False,False
C/1935 M1,C/1935 M1 (Jackson),C_1935M1_1934,1934,1934-09-06,11.999636895323862,False,unexpected_seen,4.530347976037678,False,False
C/1935 Q1,C/1935 Q1 (Van Biesbroeck),C_1935Q1_1936,1936,1936-05-11,14.323281128963467,False,unexpected_seen,3.793657249346492,False,False
C/1936 K1,C/1936 K1 (Peltier),C_1936K1_1936,1936,1936-07-08,3.793657249346492,False,unexpected_seen,4.530355541126014,False,False
C/1936 O1,C/1936 O1 (Kaho-Kozik-Lis),C_1936O1_1936,1936,1936-07-15,4.530355541126014,False,unexpected_seen,3.793657249346492,False,False
C/1937 C1,C/1937 C1 (Whipple),C_1937C1_1937,1937,1937-06-20,9.009187766241112,False,unexpected_seen,3.9390984048739086,False,False
C/1937 D1,C/1937 D1 (Wilk),C_1937D1_1937,1937,1937-02-21,8.04174096646922,False,unexpected_seen,4.092083787749923,False,False
C/1937 N1,C/1937 N1 (Finsler),C_1937N1_1937,1937,1937-08-15,4.092083787749923,False,unexpected_seen,3.5371951707799942,False,False
C/1937 P1,C/1937 P1 (Hubble),C_1937P1_1936,1936,1936-11-14,10.734390655979366,False,unexpected_seen,3.793657249346492,False,False
C/1939 B1,C/1939 B1 (Kozik-Peltier),C_1939B1_1939,1939,1939-02-06,6.5849691991322565,False,unexpected_seen,2.3960866007038835,False,False
C/1939 H1,C/1939 H1 (Jurlof-Achmarof-Hassel),C_1939H1_1939,1939,1939-04-10,3.5864814844364097,False,unexpected_seen,2.3960866007038835,False,False
C/1939 V1,C/1939 V1 (Friend),C_1939V1_1939,1939,1939-11-05,10.07657102697698,False,unexpected_seen,2.3960866007038835,False,False
